Data,Time,Resource_Name,Text,Comments_Count,Views,Count_Positive_Reactions,Reposts
2024-03-06,18:16,@zhest_29_chat,"Северянка подозревается в покушении на убийство брата Следствием установлено, что 1 марта 2024 года днем в квартире дома на улице Вокзальная в поселке Плесецк подозреваемая в ходе совместного употребления спиртных напитков и возникшего конфликта, причинила ножевое ранение грудной клетки слева 35-летнем брату. Благодаря своевременно оказанной медицинской помощи потерпевший остался жив. В ходе допроса подозреваемая пояснила следователю, что из-за сильного алкогольного опьянения не помнит, почему ударила брата ножом. В настоящее время проводятся следственные действия, направленные на установление всех обстоятельств совершенного преступления. Допрашиваются свидетели по делу, назначены экспертизы. Суд удовлетворил ходатайство следователя и избрал в отношении задержанной меру пресечения в виде заключения под стражу.",0,1720,1,0
2024-03-06,18:15,@zhest_29_chat,"❗Внимание! Сегодня ночью, с 6 на 7 марта, в 00.00 часов закрывается пешеходная ледовая переправа между 22 и 23 лесозаводами. Причина закрытия - разрушение русла судном, дальнейшая эксплуатация переправы небезопасна, комиссией принято решение о прекращении ее работы.",0,1593,0,1
2024-03-06,18:03,@zhest_29_chat,"В Котласе восьмилетняя девочка попала в больницу из-за гелевой обложки блокнота.

О беспрецедентном случае отравления сообщили в Котласской горбольнице. Позавчера бригаде реаниматологов КЦГБ поступило сообщение от службы скорой помощи, что медики неотложки везут в больницу 8-летнюю девочку в тяжелом состоянии.

У ребенка была сильная интоксикация: спутанное сознание, отсутствие реакции и так далее. Мама девочки рассказала медикам, что недавно дочери подарили красивый блокнот, у которого была гелевая обложка с блестками. Вероятно, младшеклассница случайно повредила ее и попробовала содержимое на вкус.

Благодаря тому, что родители ребенка вовремя вызвали скорую помощь и врачи провели маленькой котлашанке массивную дезинтоксикационную терапию, девочку удалось вытащить из тяжелого состояния. Сейчас она чувствует себя нормально. ",0,1834,3,7
2024-03-06,15:18,@zhest_29_chat,"Молодой угонщик без прав умудрился вляпаться в три ДТП в Архангельской области.

С заявлением в полицию изначально обратился 32-летний северянин, у которого украли Chevrolet. Он сообщил, что обнаружил пропажу ключей в своей куртке, а позже и своего автомобиля, который был на стоянке.

Во время оперативно-розыскных мероприятий выяснилось, что иномарку украл бывший коллега заявителя. Раньше они работали в одной бригаде, и ключи у северянина он похитил именно в тот момент, когда зашел к нему. 

Украв машину, северянин умудрился совершить три ДТП в Архангельской области. В последствии у Chevrolet возникла неисправность, после чего злоумышленник бросил ее автодороге М-8 «Холмогоры» и на попутном автомобиле вернулся в Архангельск.

— По факту неправомерного завладения транспортным средством возбуждено уголовное дело. Санкция соответствующей статьи Уголовного кодекса предусматривает максимальное наказание в виде лишения свободы на срок до пяти лет. Машина изъята и передана владельцу, — сообщили в УМВД России по АО.",0,1844,2,3
2024-03-05,18:54,@zhest_29_chat,"Глава региона назвал Послание главы государства Федеральному Собранию РФ планом работы на ближайшие 6 лет. Реализацию проектов обсудили на оперативном совещании в областном правительстве.  

Регион готов к решению поставленных задач. Работы предстоит много, поэтому необходимо очень активно включиться в эту работу.",0,1939,3,1
2024-03-05,18:52,@zhest_29_chat,"К юбилею Архангельска обновят купол танка на Троицком проспекте 
 
Новый павильон будет выполнен из стали и закаленного многослойного стекла. Приятным дополнением станет архитектурная подсветка внутри купола – танк будет хорошо видно даже в темное время суток.",0,1876,0,5
2024-03-05,18:47,@zhest_29_chat,"❗Увеличить пенсию в два прожиточных минимума за стаж от 30 лет предложили в Госдуме. Группа депутатов разработала законопроект, которым предлагается ввести механизм доплаты к пенсии до двукратной величины прожиточного минимума в целом по стране за стаж от 30 лет. ""Очевидно, что граждане, внесшие свой значительный трудовой вклад в социальное и экономическое развитие страны в виде более 30 лет страхового стажа, должны обладать возможностью обеспечить себе достойную жизнь. В этой связи законопроект предусматривает введение механизма социальной доплаты к страховой пенсии по старости - предоставление гражданину (пенсионеру), имеющему страховой стаж не менее 30 лет, денежной суммы к страховой пенсии по старости до двукратной величины прожиточного минимума пенсионера в целом по РФ за счет средств федерального бюджета"", - говорится в пояснительной записке к законопроекту. Авторы предлагают, чтобы конкретные правила осуществления социальной доплаты к страховой пенсии по старости, а также порядок пересмотра ее размера и индексации устанавливались приказом Министерства труда и социальной защиты РФ. Как отмечают депутаты в пояснительной записке, величина прожиточного минимума для пенсионеров в целом по РФ установлена на 2024 год в размере 13 290 рублей. Таким образом, двукратная величина составит в 2024 году более 26 тыс. рублей. Люди серебряного возраста, которые 30 лет трудились на благо нашей страны, имеют полное право на заслуженный отдых в старости. Важно обеспечить им эту возможность. Гарантия повышенной пенсии в размере двойной величины прожиточного минимума сделает их жизнь более комфортной, качественной. Мы за то, чтобы у наших пенсионеров появилась возможность не просто доживать старость, а жить: хорошо питаться, заняться своим здоровьем, путешествовать- отметили депутаты.",0,1883,12,8
2024-03-05,17:47,@zhest_29_chat,"В Котласе ребенок предположительно отравился гелем из обложки блокнота

По информации Котласской горбольницы, накануне вечером дежурной бригаде реаниматологов поступило сообщение от службы скорой помощи, что медики неотложки везут в больницу 8-летнюю девочку в тяжелом состоянии.

При осмотре врачами у ребенка было выявлено спутанное сознание, девочка почти не реагировала на вопросы. Из объяснений мамы стало понятно, что, скорее всего, произошло отравление неизвестным веществом: девочке недавно подарили красивый блокнот, в обложке которого был гель с блестками. Возможно, девочка повредила обложку и попробовала гель на вкус.

Родители вовремя забили тревогу и вызвали скорую медицинскую помощь. Маленькой котлашанке провели все необходимые лечебные мероприятия, массивную дезинтоксикационную терапию. Сейчас",0,1908,6,9
2024-03-05,16:17,@zhest_29_chat,"Опыт Поморья по подготовке общественных наблюдателей на выборах планируют распространить на другие регионы России 👍  

Об этом заявил председатель Ассоциации НКО «Независимый общественный мониторинг» Александр Брод в ходе рабочей встречи с главой Архангельской области.",0,1818,1,0
2024-03-05,14:22,@zhest_29_chat,"Подвиг полицейского из Поморья стал известен на всю страну. Происшествие произошло в Малошуйке еще 24 февраля. О возгорании полицейский узнал от очевидцев, когда ему около часа ночи позвонила местная жительница, проживающая в доме. Она рассказала, что из квартиры на пятом этаже валит дым и слышны крики. Не теряя ни минуты, Антон Фокин бросился к горящему дому. К его приходу уже весь подъезд был заполнен едким дымом. Полицейский стал будить жильцов и помогать им эвакуироваться, одновременно сообщив о пожаре в дежурную часть и обесточив помещение. Затем страж порядка направился на поиски людей, которые, как он узнал, все еще были в квартирах. Прикрыв лицо мокрым полотенцем, он с помощью топора вскрыл горящее жилое помещение и обнаружил там двоих женщин. Одна из них, пенсионерка, сидела на диване и была полностью дезориентирована. Другая женщина лежала под покрывалом и была без сознания. Передвигаясь ползком и с помощью фонарика, полицейский смог эвакуировать обеих в безопасное место и потушить очаг возгорания, которым был диван. Пострадавшая северянка была передана медработникам. За подвиг министр внутренних дел Российской Федерации Владимир Колокольцев представил Антона Фокина к государственной награде — медали «За спасение погибавших».",0,1927,50,5
2024-03-05,06:29,@zhest_29_chat,"В Архангельске возле рынка на улице Нагорной в результате ДТП погибла женщина.

Гибельное ДТП с участием пешехода было зафиксировано вчера днем на улице Нагорной. Под колесами автомобиля ВАЗ–21043, выезжавшего на проезжую часть с территории рынка задним ходом, оказалась 77-летняя архангелогородка. 
 
Предположительно, женщина шла по тротуару, когда на нее наехала машина. От полученных травм пострадавшая скончалась в карете скорой медицинской помощи. В обстоятельствах случившегося предстоит разобраться сотрудникам дорожной полиции.",0,2050,0,8
2024-03-04,16:41,@zhest_29_chat,"Верхнюю Тойму в Архангельской области охватили пожары.

Первое огненное ЧП произошло сегодня в 02:41 — пожар охватил сараи и хозпостройки на площади 400 кв. м. Огонь угрожал перекинуться на два многоквартирных дома, которые стояли в 10 метрах от строений. 

Силами 18 пожарных деревянные жилища удалось отстоять. Пожар был потушен уже через два часа, а к семи утра — локализован.

Второе происшествие произошло на улице Ломоносова сегодня утром двухэтажном жилом доме. К прибытию пожарных пламя охватило чердак «деревяшки» и кровлю. Некоторые жильцы смогли эвакуироваться самостоятельно, четверых людей из дома вынесли огнеборцы.

Причины возгораний пока что неизвестны и в настоящее время устанавливаются.",0,2126,4,7
2024-03-04,12:40,@zhest_29_chat,"В Архангельске потерявший сознание водитель вылетел на «встречку» и устроил ДТП.

Дорожная авария произошла накануне днем вблизи дома на ул. Иоанна Кронштадтского, 7. По предварительным данным дорожной полиции, мужчина за рулем «Шкоды» почувствовал себя плохо и, потеряв сознание, вылетел на полосу встречного движения.

Продолжив движение по инерции, неуправляемая по факту машина врезалась в двигающийся во встречном направлении автомобиль «Фольксваген».

В результате ДТП водитель «Шкоды» с травмами был госпитализирован, в нюансах произошедшего предстоит разобраться сотрудникам ГИБДД.",0,2201,1,5
2024-03-04,08:03,@zhest_29_chat,"В Архангельске подростки устроили стрельбу на остановке возле торгового центра.

Поздним вечером 2 марта группа подростков устроила стрельбу из пневматического оружия на автобусной остановке возле ТРК «Соломбала-Молл». В результате пальбы был поврежден павильон ожидания транспорта, принадлежащий агентству наружной рекламы «Факел». Произошедшее зафиксировали камеры видеонаблюдения, которыми оснащена фирменная «уличная мебель» компании.

Стражи порядка оперативно установили личности вандалов. Возмещать ущерб придется родителям хулиганов, поскольку им еще не исполнилось 18 лет, пояснил руководитель АНР «Факел» Сергей Долгобородов.",0,2370,5,57
